Timestamp,SA-base-X,SA-base-Y,SA-base-Z,SA-base-Roll,SA-base-Pitch,SA-base-Yaw,SA-low-X,SA-low-Y,SA-low-Z,SA-low-Roll,SA-low-Pitch,SA-low-Yaw,SA-middle-X,SA-middle-Y,SA-middle-Z,SA-middle-Roll,SA-middle-Pitch,SA-middle-Yaw,SA-up-X,SA-up-Y,SA-up-Z,SA-up-Roll,SA-up-Pitch,SA-up-Yaw
1744197165.3052707,0.44270652532577515,0.15904705226421356,0.31901535391807556,-0.017526068920673078,0.025304488806904352,-0.030241568102517852,0.3992697596549988,0.36653682589530945,0.3127160668373108,1.0280097424183783,0.09689919973907152,-2.0992678868067918,0.4073694944381714,0.5753179788589478,0.3053966462612152,1.2713190939108283,-0.5629812572615304,-3.325122158598093,0.4199000895023346,0.7833756804466248,0.29806745052337646,2.6922182018480316,0.444657466840439,-3.2592308809415793
1744197167.593376,0.44257354736328125,0.15901315212249756,0.3189567029476166,-0.07820763470174455,0.22387217762187553,0.1319635454415269,0.40294206142425537,0.36627882719039917,0.3201615810394287,4.136807437663606,0.23059358204695218,-4.276556741891424,0.42224085330963135,0.5741868615150452,0.3245864808559418,4.657531444784552,-0.4003694931615439,-7.424229637946756,0.4502737820148468,0.7802284955978394,0.33199170231819153,6.247546519625763,0.6057053334962569,-8.617090637532103
1744197169.8810232,0.44257980585098267,0.1590193659067154,0.31895583868026733,-0.07548637804345047,0.2052184247470736,0.14540484363249379,0.40223169326782227,0.36635202169418335,0.32036593556404114,4.248123550563317,0.24369115473364128,-3.6866951769081497,0.4205687344074249,0.5743040442466736,0.32506224513053894,4.782945313478101,-0.3092324448766556,-7.169630763118114,0.44781702756881714,0.7804253101348877,0.3328944444656372,6.406527234834066,0.6355685379747568,-8.357674763548374
1744197172.1687396,0.44259345531463623,0.15902258455753326,0.31895923614501953,-0.08623967663905607,0.22240201677972127,0.16137952410591622,0.4006405770778656,0.36645007133483887,0.3173716366291046,2.5924668158470534,0.1216015784041065,-2.9429861887005986,0.4159962832927704,0.574630618095398,0.3156931400299072,2.940930779206384,-0.5407546990382167,-6.232804816677322,0.4405302405357361,0.7812455296516418,0.31640854477882385,4.2820692611890045,0.34995482473689576,-7.6236360519144535
1744197174.4572158,0.442731648683548,0.15906822681427002,0.31897643208503723,-0.010943598449739272,0.04204777596080677,-0.02861048724735384,0.39628875255584717,0.3664933145046234,0.31785663962364197,2.7396282379495114,0.19623870915341016,-0.4138994701099986,0.403685599565506,0.5750787854194641,0.31834959983825684,3.729589189900356,-0.48226701992373966,-4.030356536599004,0.41986283659935,0.782525897026062,0.32252997159957886,5.333432951190267,0.35259608455290714,-5.279715738309619
1744197176.7447934,0.44278156757354736,0.1591145098209381,0.3189661204814911,0.06704235587279431,-0.02058292780197722,-0.09367275748824974,0.38515704870224,0.36607903242111206,0.32268646359443665,5.015762507192146,0.49234285470597916,6.43470994959833,0.36826184391975403,0.5730919241905212,0.34254294633865356,11.112703457492648,-0.2721238238047509,3.072641199874825,0.3492033779621124,0.7770333290100098,0.3778056800365448,14.405392589610077,-0.19406247290002415,6.575256540519667
1744197179.0322068,0.44281384348869324,0.1591227799654007,0.3189619481563568,0.07209773537772601,-0.026736473810862423,-0.15135013665367986,0.3825455605983734,0.36663901805877686,0.31810110807418823,4.965648429108339,-0.7700859583272663,4.845432008279493,0.35719624161720276,0.5728325247764587,0.33193814754486084,9.681893385239505,-0.38099005294543176,6.000273427954121,0.3249923288822174,0.7765721678733826,0.35931944847106934,12.01089305276348,-0.5111965832300293,10.945803225158462
1744197181.3202565,0.4428075850009918,0.1591261923313141,0.31898799538612366,0.06059273349622574,-0.03230028707514863,-0.045031404563090204,0.38378679752349854,0.3666733205318451,0.318990021944046,5.209566152695788,-0.8354013506182733,4.234458640193781,0.36063075065612793,0.5730193853378296,0.33424198627471924,9.978373758898384,-0.4368900728181823,5.373541602887219,0.3304949998855591,0.7767924070358276,0.3632264733314514,12.400809764856104,-0.5621422952283751,10.43118894978017
1744197183.609528,0.44275474548339844,0.15910544991493225,0.3189884126186371,0.0665283631422471,-0.0059788627152912435,-0.01835516994538665,0.3877449929714203,0.36634954810142517,0.3240550458431244,6.386244713658194,0.015504408747931556,3.535882570358923,0.374816358089447,0.5729815363883972,0.34853264689445496,12.621426359715084,-0.08987518117921342,2.110658911370768,0.35724762082099915,0.7759985327720642,0.38935452699661255,15.849806303486798,-0.5233353803386207,6.48547436992838
1744197185.896427,0.4427874684333801,0.15911872684955597,0.3189992606639862,0.05730118362845693,-0.0020075802903906153,-0.04271257088520377,0.3869723677635193,0.36628293991088867,0.3238367438316345,5.737379210921752,0.3721207325163866,4.856629599850027,0.37319666147232056,0.5730238556861877,0.34758085012435913,12.386854407326382,-0.11101024600842377,2.3708322855113004,0.354713499546051,0.7761006355285645,0.38789814710617065,15.582494894725638,-0.1876003911581462,6.677715026656583
