Format Version,1.23,Take Name,sim-fk-400-6,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-04-01 06.13.07.517 PM,Capture Start Frame,2877408,Total Frames in Take,8736,Total Exported Frames,8736,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
16,0.133000,321.729492,885.449646,378.374603,229.183182,888.663757,368.263275,274.516022,886.812378,395.039062,305.909698,1093.925293,333.930328,294.740143,1090.677734,357.290436,263.969421,1098.580322,318.494141,257.155670,1094.667480,345.896942,289.240723,1300.781616,380.432648,251.191681,1302.898315,359.475586,275.958405,1306.327026,333.051422,231.488144,1503.062378,398.514984,273.488708,1509.763062,400.146545,257.243744,1512.744507,357.704620,255.682861,1293.340210,363.346802,,,,,,,,,,,,
17,0.142000,321.712402,885.461914,378.390747,229.060806,888.652466,368.321808,274.509033,886.809448,395.040344,305.913025,1093.935913,333.938446,294.729767,1090.679688,357.284668,263.961639,1098.572876,318.488678,257.144226,1094.689453,345.905609,289.238495,1300.785645,380.434326,251.121841,1302.830078,359.459564,275.888458,1306.337036,333.057068,231.491165,1503.066895,398.518158,273.483307,1509.774658,400.144836,257.249023,1512.750000,357.722229,255.681549,1293.334229,363.336853,,,,,,,,,,,,
18,0.150000,321.724701,885.457092,378.381775,229.048126,888.649353,368.323883,274.504852,886.791992,395.037323,305.920837,1093.948486,333.938202,294.736267,1090.669678,357.284973,263.963257,1098.561890,318.486938,257.152863,1094.674194,345.896027,289.238739,1300.780029,380.435120,251.187210,1302.900635,359.478516,275.953461,1306.324219,333.049011,231.486191,1503.055908,398.512146,273.488831,1509.766235,400.146149,257.243622,1512.747437,357.702820,255.681808,1293.336304,363.345428,,,,,,,,,,,,
19,0.158000,321.718933,885.452148,378.389130,229.046326,888.643311,368.324982,274.498230,886.794800,395.042389,305.906067,1093.927856,333.922638,294.733582,1090.674683,357.286438,263.967529,1098.568726,318.480896,257.141907,1094.678833,345.904907,289.231781,1300.780029,380.439728,251.122391,1302.819824,359.464478,275.954376,1306.329956,333.056824,231.491028,1503.057373,398.518494,273.482483,1509.768311,400.145172,257.246429,1512.741333,357.715759,255.677673,1293.330444,363.338623,,,,,,,,,,,,
20,0.167000,321.711761,885.450195,378.388824,229.049072,888.656250,368.330597,274.497742,886.807373,395.033417,305.916626,1093.946289,333.931641,294.729187,1090.687134,357.291443,263.962799,1098.584961,318.483734,257.144623,1094.683350,345.901917,289.230774,1300.789185,380.440521,251.104385,1302.816162,359.493683,275.952362,1306.335938,333.057190,231.490402,1503.057495,398.516357,273.481079,1509.775146,400.145325,257.242615,1512.753052,357.704193,255.686050,1293.350342,363.345856,,,,,,,,,,,,
21,0.175000,321.719910,885.459473,378.391632,229.154907,888.658508,368.278809,274.501068,886.805115,395.038544,305.916138,1093.941406,333.923401,294.733887,1090.688232,357.292328,263.959259,1098.582886,318.490936,257.151794,1094.688354,345.904938,289.233582,1300.783569,380.441132,251.097382,1302.811890,359.490417,275.958130,1306.332764,333.055481,231.487366,1503.063599,398.513794,273.483734,1509.768555,400.147095,257.236420,1512.752686,357.697510,255.679611,1293.343384,363.340973,,,,,,,,,,,,
22,0.183000,321.716187,885.465332,378.398376,229.192459,888.660645,368.265808,274.510071,886.816223,395.038635,305.922150,1093.948242,333.924072,294.735229,1090.681274,357.282104,263.963409,1098.572510,318.494324,257.149292,1094.687134,345.899414,289.200409,1300.753296,380.430084,251.100662,1302.822144,359.488831,275.892334,1306.342529,333.057404,231.484375,1503.064575,398.511627,273.478088,1509.774292,400.144623,257.236908,1512.753418,357.697876,255.682022,1293.341919,363.346558,,,,,,,,,,,,
23,0.192000,321.727264,885.478882,378.398804,229.065582,888.659973,368.316040,274.509705,886.820374,395.030823,305.913025,1093.947144,333.928345,294.736237,1090.687500,357.294159,263.965027,1098.597900,318.475861,257.154327,1094.689575,345.899200,289.238739,1300.793213,380.435181,251.190369,1302.907349,359.479340,275.958160,1306.341553,333.044678,231.485687,1503.067749,398.512604,273.485504,1509.770020,400.148956,257.232819,1512.755249,357.691895,255.677429,1293.344238,363.342926,,,,,,,,,,,,
24,0.200000,321.721558,885.460205,378.393768,229.042862,888.654846,368.320862,274.499146,886.817688,395.033417,305.913605,1093.935547,333.926147,294.733765,1090.680420,357.282013,263.962524,1098.573486,318.490234,257.148560,1094.682129,345.895691,289.236084,1300.795166,380.429840,251.128906,1302.828125,359.458344,275.964478,1306.336670,333.047119,231.483994,1503.066528,398.515106,273.486145,1509.770752,400.146515,257.239441,1512.747803,357.709900,255.675369,1293.333618,363.334930,,,,,,,,,,,,
25,0.208000,321.722900,885.458557,378.379730,229.052628,888.658936,368.322205,274.500641,886.811035,395.033112,305.915558,1093.931519,333.926758,294.737518,1090.686890,357.285034,263.962585,1098.561157,318.490723,257.157440,1094.681030,345.898285,289.205292,1300.756836,380.423187,251.106827,1302.818970,359.483032,275.961700,1306.324341,333.047668,231.483383,1503.059082,398.511963,273.485687,1509.770874,400.146973,257.239410,1512.741455,357.716736,255.675644,1293.341309,363.350494,,,,,,,,,,,,
26,0.217000,321.724243,885.456055,378.373138,229.055710,888.659058,368.322388,274.498657,886.817871,395.034363,305.912323,1093.939941,333.927399,294.733429,1090.684082,357.282990,263.959869,1098.576416,318.488708,257.153229,1094.695312,345.910156,289.232819,1300.791016,380.427185,251.095062,1302.828613,359.491028,275.948883,1306.326050,333.053741,231.487762,1503.065063,398.519073,273.480927,1509.769287,400.150482,257.242462,1512.746582,357.720184,255.673294,1293.337891,363.338165,,,,,,,,,,,,
27,0.225000,321.729950,885.455994,378.372162,229.057144,888.653503,368.312866,274.501251,886.807495,395.033722,305.917725,1093.932129,333.923126,294.735474,1090.678955,357.283691,263.965363,1098.555542,318.502289,257.149536,1094.684570,345.897736,289.235199,1300.787720,380.428955,251.099609,1302.819092,359.485931,275.897278,1306.329346,333.057220,231.483948,1503.066040,398.515656,273.480255,1509.764282,400.150574,257.239929,1512.755127,357.709351,255.675674,1293.333130,363.345520,,,,,,,,,,,,
28,0.233000,321.729675,885.461975,378.372437,229.058502,888.666443,368.324402,274.503387,886.805237,395.034088,305.914062,1093.929321,333.926910,294.736847,1090.674805,357.293457,263.961426,1098.568237,318.486938,257.154114,1094.676514,345.908813,289.239685,1300.790283,380.435028,251.105820,1302.816406,359.488129,275.950470,1306.322021,333.050262,231.483826,1503.064941,398.517853,273.478210,1509.767700,400.153748,257.229156,1512.751709,357.695923,255.681183,1293.343140,363.347778,,,,,,,,,,,,
29,0.242000,321.722534,885.460266,378.381622,229.157898,888.671692,368.277649,274.504974,886.814636,395.035431,305.909790,1093.931641,333.929810,294.730560,1090.679321,357.297729,263.955902,1098.583740,318.482452,257.146454,1094.682739,345.905762,289.236450,1300.788574,380.434326,251.104538,1302.817627,359.482056,275.959869,1306.328613,333.052917,231.485153,1503.063843,398.520416,273.475372,1509.772461,400.151825,257.233887,1512.742188,357.715668,255.676804,1293.339722,363.333984,,,,,,,,,,,,
